loss_train,accuracy_train,loss_val,accuracy_val,loss_val_scaled,accuracy_val_sampleweighted
2.3075027465820312,0.03773584961891174,2.3026371002197266,0.10062892735004425,2.302661895751953,0.10000000149011612
2.305149793624878,0.10062892735004425,2.3026328086853027,0.10062892735004425,2.302659273147583,0.10000000149011612
2.3051159381866455,0.10062892735004425,2.3026299476623535,0.10062892735004425,2.302656650543213,0.10000000149011612
2.3051044940948486,0.10062892735004425,2.3026280403137207,0.10062892735004425,2.302654504776001,0.10000000149011612
2.30509614944458,0.10062892735004425,2.302626371383667,0.10062892735004425,2.302652597427368,0.10000000149011612
2.3050906658172607,0.10062892735004425,2.3026247024536133,0.10062892735004425,2.3026506900787354,0.10000000149011612
2.305084466934204,0.10062892735004425,2.3026230335235596,0.10062892735004425,2.3026487827301025,0.10000000149011612
2.305081367492676,0.10062892735004425,2.3026211261749268,0.10062892735004425,2.3026463985443115,0.10000000149011612
2.3050827980041504,0.10062892735004425,2.3026175498962402,0.10062892735004425,2.302642345428467,0.10000000149011612
2.3050951957702637,0.10062892735004425,2.3026175498962402,0.10062892735004425,2.3026421070098877,0.10000000149011612
2.3050527572631836,0.10062892735004425,2.3026156425476074,0.10062892735004425,2.302639961242676,0.10000000149011612
2.3050377368927,0.10062892735004425,2.3026137351989746,0.10062892735004425,2.3026375770568848,0.10000000149011612
2.3050291538238525,0.10062892735004425,2.302611827850342,0.10062892735004425,2.3026351928710938,0.10000000149011612
2.305022716522217,0.10062892735004425,2.30260968208313,0.10062892735004425,2.3026325702667236,0.10000000149011612
2.305016279220581,0.10062892735004425,2.302607297897339,0.10062892735004425,2.3026297092437744,0.10000000149011612
2.3050100803375244,0.10062892735004425,2.3026044368743896,0.10062892735004425,2.302626371383667,0.10000000149011612
2.305004358291626,0.10062892735004425,2.3026010990142822,0.10062892735004425,2.3026227951049805,0.10000000149011612
2.304999589920044,0.10062892735004425,2.302597761154175,0.10062892735004425,2.302619218826294,0.10000000149011612
