encoding,model,n_total_runs,n_success,success_rate,mean_val_acc,std_val_acc,mean_runtime,stability_score,lps
row_major,vqc_linear,1,1,1.0,0.10227272727272728,0.0,752.100677728653,0.10227272727272728,64.5
hilbert,vqc_linear,1,1,1.0,0.11363636363636365,0.0,708.0747611522675,0.11363636363636365,77.90625
