encoding,model,n_total_runs,n_success,success_rate,mean_val_acc,std_val_acc,mean_runtime,stability_score,lps
row_major,vqc_linear,3,3,1.0,0.10416666666666666,0.0,624.4478243192037,0.10416666666666666,64.5
row_major,svm,10,10,1.0,0.322,0.0530659966456864,3.0068345785140993,0.322,64.5
