encoding,model,n_total_runs,n_success,success_rate,mean_val_acc,std_val_acc,mean_runtime,stability_score,lps
morton,svm,10,10,1.0,0.322,0.0530659966456864,3.0001208782196045,0.322,64.5
hilbert,svm,10,10,1.0,0.322,0.0530659966456864,3.0202922344207765,0.322,77.90625
row_major,svm,10,10,1.0,0.322,0.0530659966456864,3.096266007423401,0.322,64.5
column_major,svm,10,10,1.0,0.322,0.0530659966456864,2.995020318031311,0.322,64.5
snake,svm,10,10,1.0,0.322,0.0530659966456864,3.031723403930664,0.322,64.5
corner_spiral,svm,10,10,1.0,0.322,0.0530659966456864,3.000117826461792,0.322,168.515625
diagonal,svm,10,10,1.0,0.322,0.0530659966456864,3.0559828758239744,0.322,85.5
diagonal_zigzag,svm,10,10,1.0,0.322,0.0530659966456864,3.060024785995483,0.322,85.5
vertical_snake,svm,10,10,1.0,0.322,0.0530659966456864,3.0055840730667116,0.322,64.5
