encoding,model,n_total_runs,n_success,success_rate,mean_val_acc,std_val_acc,mean_val_acc_legacy_batchmean_unscaled,std_val_acc_legacy_batchmean_unscaled,legacy_metric_note,mean_runtime,stability_score,lps
diagonal_zigzag,vqc_linear,5,5,1.0,0.29755,0.005158488150611568,0.296654079873232,0.004813913156513959,legacy comparability only,6354.169332933426,0.29755,21.5
diagonal,vqc_linear,5,5,1.0,0.4051,0.0059004237135988746,0.40709432882707824,0.005733200269038921,legacy comparability only,6246.10641002655,0.4051,21.5
row_major,vqc_linear,5,4,0.8,0.3309375,0.007498697803618983,0.3315723186721967,0.007315089201541662,legacy comparability only,6801.092623591423,0.26475,16.5
snake,vqc_linear,5,5,1.0,0.26990000000000003,0.0035234925854895818,0.27159747736259077,0.003545652705969148,legacy comparability only,6226.515888738632,0.26990000000000003,16.5
morton,vqc_linear,5,5,1.0,0.17795,0.04054670146880014,0.17906917920277554,0.0408017105294129,legacy comparability only,5482.945948457718,0.17795,16.5
vertical_snake,vqc_linear,5,5,1.0,0.24684999999999999,0.003919821424503926,0.24779873560622054,0.0039329051500632565,legacy comparability only,6258.799961566925,0.24684999999999999,16.5
corner_spiral,vqc_linear,5,5,1.0,0.27655,0.002633438816452728,0.2779874159667477,0.0026240821475806025,legacy comparability only,6401.502518558502,0.27655,40.5625
hilbert,vqc_linear,5,5,1.0,0.22835,0.008189322316284782,0.22978615841400699,0.008240826980540357,legacy comparability only,6352.550880718231,0.22835,19.625
column_major,vqc_linear,5,5,1.0,0.41165,0.007212142538802176,0.4136352080968941,0.007141109464976557,legacy comparability only,6219.612585783005,0.41165,16.5
