encoding,model,n_total_runs,n_success,success_rate,mean_val_acc,std_val_acc,mean_runtime,stability_score,lps
row_major,vqc_linear,1,1,1.0,0.10416666666666666,0.0,610.7670328617096,0.10416666666666666,64.5
row_major,vqc_nonlinear,1,1,1.0,0.14583333333333331,0.0,2266.7296237945557,0.14583333333333331,64.5
hilbert,vqc_linear,1,1,1.0,0.10416666666666666,0.0,517.0668704509735,0.10416666666666666,77.90625
hilbert,vqc_nonlinear,1,1,1.0,0.11458333333333333,0.0,1895.0755472183228,0.11458333333333333,77.90625
