loss_train,accuracy_train,loss_val,accuracy_val
2.3053765296936035,0.016042781993746758,2.302630662918091,0.10101009905338287
2.3028547763824463,0.10695187002420425,2.302588939666748,0.10101009905338287
2.3026554584503174,0.10695187002420425,2.3025779724121094,0.10101009905338287
2.3026092052459717,0.10695187002420425,2.302574634552002,0.10101009905338287
2.302598237991333,0.10695187002420425,2.3025729656219482,0.10101009905338287
2.3025970458984375,0.10695187002420425,2.302572011947632,0.10101009905338287
2.302598476409912,0.10695187002420425,2.3025710582733154,0.10101009905338287
2.3026010990142822,0.10695187002420425,2.302570343017578,0.10101009905338287
2.3026041984558105,0.10695187002420425,2.302569627761841,0.10101009905338287
2.302607297897339,0.10695187002420425,2.3025689125061035,0.10101009905338287
2.3026106357574463,0.10695187002420425,2.302568197250366,0.10101009905338287
2.3026139736175537,0.10695187002420425,2.302567720413208,0.10101009905338287
2.302617311477661,0.10695187002420425,2.3025670051574707,0.10101009905338287
2.3026208877563477,0.10695187002420425,2.3025665283203125,0.10101009905338287
2.302624464035034,0.10695187002420425,2.3025660514831543,0.10101009905338287
2.3026280403137207,0.10695187002420425,2.302565574645996,0.10101009905338287
2.3026316165924072,0.10695187002420425,2.302565097808838,0.10101009905338287
2.3026351928710938,0.10695187002420425,2.3025646209716797,0.10101009905338287
2.3026390075683594,0.10695187002420425,2.3025643825531006,0.10101009905338287
2.302642583847046,0.10695187002420425,2.3025639057159424,0.10101009905338287
2.3026463985443115,0.10695187002420425,2.3025636672973633,0.10101009905338287
2.302650213241577,0.10695187002420425,2.302563190460205,0.10101009905338287
2.3026540279388428,0.10695187002420425,2.302562952041626,0.10101009905338287
2.3026578426361084,0.10695187002420425,2.302562713623047,0.10101009905338287
2.302661657333374,0.10695187002420425,2.3025624752044678,0.10101009905338287
2.3026657104492188,0.10695187002420425,2.3025622367858887,0.10101009905338287
2.3026695251464844,0.10695187002420425,2.3025619983673096,0.10101009905338287
2.302673578262329,0.10695187002420425,2.3025617599487305,0.11363636702299118
2.3026773929595947,0.10695187002420425,2.3025617599487305,0.11363636702299118
2.3026814460754395,0.10695187002420425,2.3025615215301514,0.11363636702299118
2.302685499191284,0.016042781993746758,2.3025615215301514,0.11363636702299118
2.302689552307129,0.016042781993746758,2.3025612831115723,0.11363636702299118
2.3026936054229736,0.0,2.3025612831115723,0.11363636702299118
2.3026976585388184,0.0,2.302561044692993,0.11363636702299118
2.302701711654663,0.0,2.302561044692993,0.11363636702299118
2.302705764770508,0.08539945632219315,2.302561044692993,0.11363636702299118
2.3027098178863525,0.08539945632219315,2.302561044692993,0.11363636702299118
2.3027141094207764,0.11019284278154373,2.302561044692993,0.11363636702299118
2.302718162536621,0.11019284278154373,2.302561044692993,0.11363636702299118
2.302722454071045,0.11019284278154373,2.302561044692993,0.11363636702299118
2.3027265071868896,0.11019284278154373,2.302561044692993,0.11363636702299118
2.3027307987213135,0.11019284278154373,2.302561044692993,0.11363636702299118
2.3027350902557373,0.11019284278154373,2.302561044692993,0.11363636702299118
2.302739143371582,0.11019284278154373,2.3025612831115723,0.11363636702299118
2.302743434906006,0.11019284278154373,2.3025612831115723,0.11363636702299118
2.3027477264404297,0.11019284278154373,2.3025612831115723,0.11363636702299118
2.3027520179748535,0.11019284278154373,2.3025615215301514,0.11363636702299118
2.3027563095092773,0.11019284278154373,2.3025615215301514,0.11363636702299118
2.302760601043701,0.11019284278154373,2.3025617599487305,0.11363636702299118
