encoding,model,n_total_runs,n_success,success_rate,mean_val_acc,std_val_acc,mean_val_acc_legacy_batchmean_unscaled,std_val_acc_legacy_batchmean_unscaled,legacy_metric_note,mean_runtime,stability_score,lps
hilbert,vqc_linear,6,6,1.0,0.1,0.0,0.10239316201490214,0.0003822346881232768,legacy comparability only,295.54297777016956,0.1,19.625
row_major,vqc_linear,6,6,1.0,0.173,0.07302054505411473,0.17743589429773837,0.07489286358656724,legacy comparability only,533.6350034475327,0.173,16.5
