loss_train,accuracy_train,loss_val,accuracy_val,loss_val_scaled,accuracy_val_sampleweighted
2.3086953163146973,0.0,2.302506685256958,0.10256410390138626,2.6280815601348877,0.10000000149011612
2.3048088550567627,0.025641025975346565,2.3024966716766357,0.10256410390138626,2.3860065937042236,0.10000000149011612
2.30648136138916,0.0,2.3024954795837402,0.1035897433757782,2.3678760528564453,0.10100000351667404
2.3063955307006836,0.0,2.3025002479553223,0.1148717924952507,2.3675925731658936,0.1120000034570694
2.306392192840576,0.0,2.302500009536743,0.10974358767271042,2.3680496215820312,0.10700000077486038
2.3063971996307373,0.0,2.302499294281006,0.10256410390138626,2.3681089878082275,0.10000000149011612
2.306398630142212,0.0,2.302497625350952,0.10256410390138626,2.3680787086486816,0.10000000149011612
2.306399345397949,0.0,2.302495241165161,0.10256410390138626,2.3679871559143066,0.10000000149011612
2.30639910697937,0.0,2.302492141723633,0.10256410390138626,2.3678479194641113,0.10000000149011612
2.3063979148864746,0.0,2.302488327026367,0.10256410390138626,2.367640256881714,0.10000000149011612
2.306396007537842,0.0,2.3024837970733643,0.10256410390138626,2.3673198223114014,0.10000000149011612
2.3063933849334717,0.0,2.3024778366088867,0.10256410390138626,2.366811752319336,0.10000000149011612
2.3063888549804688,0.0,2.302469491958618,0.10256410390138626,2.365969181060791,0.10000000149011612
2.3063817024230957,0.0,2.3024566173553467,0.10461538285017014,2.364537000656128,0.10199999809265137
2.3063690662384033,0.0,2.302436351776123,0.10153845697641373,2.362149238586426,0.0989999994635582
2.3063485622406006,0.0,2.30240535736084,0.10871794819831848,2.358421564102173,0.10599999874830246
2.3063175678253174,0.0,2.302361011505127,0.13025639951229095,2.353053092956543,0.12700000405311584
2.3062744140625,0.0,2.3023018836975098,0.14153845608234406,2.345900297164917,0.1379999965429306
2.306218385696411,0.0,2.3022279739379883,0.14974358677864075,2.337013006210327,0.1459999978542328
2.306150197982788,0.0,2.302140951156616,0.15282051265239716,2.326646089553833,0.14900000393390656
2.306072235107422,0.0,2.30204439163208,0.15487179160118103,2.315275192260742,0.1509999930858612
2.3059864044189453,0.0,2.301941394805908,0.16102562844753265,2.3032681941986084,0.15700000524520874
2.3058972358703613,0.0,2.301835775375366,0.1599999964237213,2.2910144329071045,0.15600000321865082
2.30580472946167,0.0,2.3017330169677734,0.15487179160118103,2.2788689136505127,0.1509999930858612
2.305717945098877,0.0,2.3016180992126465,0.16410255432128906,2.2668752670288086,0.1599999964237213
2.305617570877075,0.00025641024694778025,2.3015003204345703,0.16307692229747772,2.2546541690826416,0.1589999943971634
2.3055226802825928,0.0012820512056350708,2.301389217376709,0.1620512753725052,2.2427284717559814,0.15800000727176666
2.3054184913635254,0.003076923079788685,2.301286220550537,0.16615384817123413,2.2308032512664795,0.16200000047683716
2.305311679840088,0.005384615156799555,2.301175832748413,0.1733333319425583,2.2194344997406006,0.16899999976158142
2.3052115440368652,0.009487179107964039,2.301057815551758,0.17025640606880188,2.207409620285034,0.16599999368190765
2.305103063583374,0.011538460850715637,2.3009543418884277,0.17435896396636963,2.196032762527466,0.17000000178813934
2.3049943447113037,0.020512819290161133,2.3008193969726562,0.17846153676509857,2.1834356784820557,0.17399999499320984
2.304870367050171,0.026923075318336487,2.300734519958496,0.18051281571388245,2.175511360168457,0.17599999904632568
2.304804801940918,0.028717948123812675,2.3006131649017334,0.18153846263885498,2.163482189178467,0.1770000010728836
2.3046703338623047,0.035384614020586014,2.3005545139312744,0.18666666746139526,2.1593801975250244,0.18199999630451202
2.3046178817749023,0.033589743077754974,2.3003950119018555,0.19179487228393555,2.1448960304260254,0.18700000643730164
2.3044772148132324,0.0405128188431263,2.300335645675659,0.20820511877536774,2.1404361724853516,0.2029999941587448
2.3044095039367676,0.033589743077754974,2.3001439571380615,0.2410256266593933,2.1227641105651855,0.23499999940395355
2.304267168045044,0.0412820503115654,2.300105333328247,0.23076923191547394,2.115030288696289,0.22499999403953552
2.3041813373565674,0.04358974099159241,2.2999157905578613,0.24410255253314972,2.0984396934509277,0.23800000548362732
2.304018259048462,0.05794871598482132,2.2998852729797363,0.23179486393928528,2.092467784881592,0.22599999606609344
2.303936004638672,0.06358974426984787,2.299696445465088,0.25333333015441895,2.078918695449829,0.24699999392032623
2.3037867546081543,0.06948717683553696,2.2996816635131836,0.25641024112701416,2.075624704360962,0.25
2.3037185668945312,0.06820512562990189,2.2994935512542725,0.2779487073421478,2.062920331954956,0.2709999978542328
2.303575277328491,0.07076922804117203,2.299489974975586,0.27897435426712036,2.061270236968994,0.2720000147819519
2.303506851196289,0.07000000029802322,2.299311399459839,0.29846152663230896,2.0495424270629883,0.29100000858306885
2.3033785820007324,0.07153845578432083,2.2993102073669434,0.30358973145484924,2.048302412033081,0.29600000381469727
2.3033063411712646,0.0728205069899559,2.299133539199829,0.3138461410999298,2.0362887382507324,0.3059999942779541
2.303178310394287,0.07717948406934738,2.2991113662719727,0.31794869899749756,2.0331578254699707,0.3100000023841858
2.3030917644500732,0.07871794700622559,2.298919200897217,0.327179491519928,2.019625425338745,0.3190000057220459
2.302955150604248,0.0833333283662796,2.2988831996917725,0.33435896039009094,2.0152134895324707,0.32600000500679016
2.3028578758239746,0.08538461476564407,2.298684597015381,0.34256410598754883,2.001401424407959,0.33399999141693115
2.302727222442627,0.09102563560009003,2.298666477203369,0.3446153700351715,1.9980902671813965,0.335999995470047
2.3026320934295654,0.09487178921699524,2.298482656478882,0.35179486870765686,1.9861671924591064,0.34299999475479126
2.3025331497192383,0.09846153855323792,2.2985117435455322,0.3476923108100891,1.9856908321380615,0.33899998664855957
2.3024489879608154,0.09948717802762985,2.2983603477478027,0.35384613275527954,1.9774848222732544,0.3449999988079071
2.302405595779419,0.10615383833646774,2.2984399795532227,0.3466666638851166,1.9793884754180908,0.33799999952316284
2.302319288253784,0.10897435247898102,2.298314332962036,0.34871792793273926,1.9744904041290283,0.3400000035762787
